0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
2;2;2;2;2;2;2;2;2;3;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;2;2;4;5;5;5;5;6;2
2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
2;8;9;9;9;9;10;2;2;2;11;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;2;2;8;9;9;9;9;10;2
2;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
2;8;9;9;9;9;10;2;2;2;11;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;2;2;8;9;9;9;9;10;2
2;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
2;8;9;9;9;9;10;2;2;2;11;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;2;2;8;9;9;9;9;10;2
2;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
2;12;12;12;12;12;12;2;2;2;11;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;13;2;2;2;2;2;2;2;2;2;2
2;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;15;16;16;17;18;19
19;20;21;22;22;23;24;19;19;20;25;16;16;26;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;27;9;9;28;29;0;0;0;27;9;9;28;30;0
0;0;27;9;9;28;7;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;27;9;9;28;11;0;0;0;31;32;32;33;11;0
0;0;27;9;9;28;11;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;13;34;12;12;35;36;0
0;0;37;2;2;2;14;0;0;13;34;12;12;38;14;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16
16;17;24;19;19;39;0;0;0;0;40;19;19;20;25;16
16;17;24;19;19;20;25;16;16;26;0;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;30;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;30;0;0;0;27;9
9;28;7;0;0;0;0;0;0;0;0;0;0;0;27;9
9;28;11;0;0;0;0;0;0;0;0;0;0;0;27;9
9;28;11;0;0;0;27;9;9;28;11;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;11;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;11;0;0;0;0;0;0;0;0;0;0;13;34;12
12;38;14;0;0;0;0;0;0;0;0;0;0;13;34;12
12;35;36;0;0;0;41;12;12;38;14;0;0;0;0;0
0;0;15;16;16;17;24;19;19;20;25;16;16;26;0;0
0;0;15;16;16;17;24;19;19;39;0;0;0;0;40;19
19;20;25;16;16;26;0;0;0;0;27;9;9;28;30;0
0;0;27;9;9;28;7;0;0;0;27;9;9;28;30;0
0;0;0;0;0;0;0;0;0;0;27;9;9;28;7;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;0;0;0;0;0;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;0;0;0;0;0;0;0;0;27;9;9;28;11;0
0;0;41;12;12;38;14;0;0;13;34;12;12;38;14;0
0;0;34;12;12;38;11;0;0;0;0;0;0;0;0;0
0;13;34;12;12;35;36;0;0;0;40;19;19;20;25;16
16;17;42;19;19;20;25;16;16;17;24;19;19;20;25;16
16;26;0;0;0;0;15;16;16;17;24;19;19;39;0;0
0;0;0;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;30;0;0;0;27;9;9;28;7;0;0;0;27;9
9;28;30;0;0;0;0;0;0;0;0;0;0;0;27;9
9;28;11;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;11;0;0;0;27;9;9;28;11;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;11;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;11;0;0;0;0;0;0;0;0;0;0;13;34;12
12;35;36;0;0;13;34;12;12;38;14;0;0;13;34;12
12;38;14;0;0;13;34;12;12;35;36;0;0;0;0;0
0;0;15;16;16;17;24;19;19;39;15;16;16;17;24;19
19;20;25;16;16;17;24;19;19;20;25;16;16;17;24;19
19;39;0;0;0;0;0;0;0;0;27;9;9;28;30;0
0;0;27;9;9;28;30;0;0;0;27;9;9;28;30;0
0;0;27;9;9;28;30;0;0;0;0;0;0;0;0;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;0;0;0;0;0;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;0;0;0;0;0;0
0;0;41;12;12;38;14;0;0;13;34;12;12;35;36;0
0;0;41;12;12;38;14;0;0;13;34;12;12;35;36;0
0;0;0;0;0;0;0;0;0;0;40;19;19;20;21;22
22;23;24;19;19;39;0;0;0;0;40;19;19;20;25;16
16;17;24;19;19;39;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;30;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;30;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;9
9;28;11;0;0;0;0;0;0;0;0;0;0;0;27;9
9;28;11;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;31;32;32;33;11;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;11;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;2
2;2;14;0;0;0;0;0;0;0;0;0;0;13;34;12
12;38;14;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;40;19;19;20;25;16;16;26;0;0
0;0;15;16;16;17;24;19;19;20;25;16;16;26;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;27;9;9;28;7;0;0;0;27;9;9;28;30;0
0;0;27;9;9;28;7;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;27;9;9;28;11;0;0;0;27;9;9;28;11;0
0;0;27;9;9;28;11;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;43;34;12;12;38;44;0
0;0;41;12;12;38;14;0;0;13;34;12;12;38;45;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16
16;17;24;19;19;20;25;16;16;26;40;19;19;20;21;22
22;23;24;19;19;20;25;16;16;26;0;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;30;0;0;0;27;9
9;28;7;0;0;0;27;9;9;28;30;0;0;0;27;9
9;28;7;0;0;0;0;0;0;0;0;0;0;0;27;9
9;28;11;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;11;0;0;0;27;9;9;28;11;0;0;0;0;0
0;0;0;0;0;0;27;9;9;28;11;0;0;0;27;9
9;28;11;0;0;0;31;32;32;33;11;0;0;0;27;9
9;28;11;0;0;0;0;0;0;0;0;0;0;0;41;12
12;35;36;0;0;0;41;12;12;35;36;0;0;0;37;2
2;46;36;0;0;0;41;12;12;35;36;0;0;0;0;0
