0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5
6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
9;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;536870911;10
15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;17
